iter	Passed	Remaining
189	891	3801
190	895	3792
191	899	3783
192	902	3774
193	906	3765
194	910	3757
195	912	3743
196	916	3734
197	918	3718
198	921	3709
199	925	3700
200	928	3691
201	932	3682
202	935	3674
203	939	3665
204	942	3656
205	946	3647
206	950	3639
207	953	3630
208	956	3621
209	961	3617
210	965	3609
211	968	3600
212	972	3592
213	975	3583
214	979	3576
215	983	3568
216	986	3559
217	989	3550
218	993	3543
219	997	3535
220	1000	3527
221	1004	3519
222	1007	3511
223	1011	3502
224	1014	3494
225	1017	3486
226	1021	3478
227	1029	3486
228	1033	3479
229	1036	3471
230	1040	3463
231	1044	3456
232	1047	3448
233	1051	3441
234	1054	3433
235	1058	3425
236	1061	3418
237	1065	3410
238	1068	3403
239	1072	3395
240	1075	3388
241	1079	3381
242	1083	3375
243	1086	3367
244	1095	3375
245	1098	3368
246	1102	3360
247	1105	3353
248	1109	3345
249	1113	3339
250	1116	3331
251	1120	3324
252	1123	3317
253	1127	3310
254	1130	3302
255	1134	3296
256	1137	3290
257	1141	3283
258	1145	3276
259	1149	3270
260	1152	3263
261	1155	3256
262	1159	3249
263	1163	3243
264	1166	3236
265	1170	3228
266	1173	3222
267	1177	3216
268	1180	3209
269	1188	3212
270	1191	3205
271	1195	3198
272	1198	3191
273	1201	3184
274	1205	3177
275	1209	3171
276	1212	3164
277	1215	3157
278	1219	3151
279	1224	3148
280	1227	3141
281	1231	3135
282	1234	3128
283	1238	3121
284	1241	3115
285	1245	3109
286	1249	3104
287	1252	3097
288	1256	3091
289	1259	3084
290	1263	3078
291	1266	3071
292	1270	3065
293	1273	3059
294	1278	3055
295	1281	3049
296	1285	3042
297	1288	3035
298	1292	3029
299	1295	3023
300	1299	3016
301	1302	3010
302	1306	3005
303	1310	2999
304	1313	2993
305	1317	2988
306	1321	2982
307	1324	2976
308	1328	2969
309	1331	2963
310	1335	2957
311	1340	2954
312	1343	2948
313	1346	2942
314	1350	2936
315	1354	2930
316	1357	2925
317	1361	2919
318	1365	2914
319	1368	2908
320	1372	2902
321	1375	2896
322	1379	2890
323	1383	2886
324	1386	2880
325	1390	2874
326	1393	2868
327	1397	2862
328	1399	2854
329	1403	2848
330	1406	2842
331	1410	2837
332	1414	2833
333	1418	2828
334	1421	2822
335	1425	2817
336	1429	2812
337	1432	2806
338	1436	2800
339	1439	2795
340	1443	2789
341	1446	2783
342	1450	2778
343	1454	2773
344	1459	2770
345	1462	2764
346	1466	2760
347	1470	2755
348	1474	2749
349	1477	2743
350	1480	2738
351	1484	2733
352	1488	2728
353	1492	2722
354	1495	2717
355	1499	2712
356	1502	2707
357	1506	2701
358	1509	2695
359	1513	2690
360	1517	2685
361	1520	2680
362	1524	2675
363	1527	2669
364	1531	2665
365	1535	2660
366	1539	2654
367	1542	2649
368	1546	2644
369	1550	2639
370	1553	2634
371	1557	2628
372	1560	2623
373	1564	2618
374	1567	2613
375	1571	2608
376	1575	2603
377	1582	2603
378	1585	2597
379	1589	2592
380	1593	2588
381	1596	2582
382	1600	2577
383	1603	2572
384	1607	2567
385	1611	2562
386	1614	2557
387	1618	2552
388	1621	2547
389	1625	2542
390	1628	2537
391	1632	2532
392	1636	2527
393	1639	2522
394	1643	2516
395	1646	2511
396	1650	2506
397	1653	2501
398	1657	2496
399	1660	2491
400	1664	2486
401	1668	2481
402	1671	2476
403	1675	2471
404	1678	2466
405	1682	2461
406	1685	2456
407	1689	2451
408	1693	2447
409	1697	2442
410	1701	2438
411	1705	2433
412	1708	2428
413	1712	2423
414	1715	2418
415	1719	2413
416	1723	2409
417	1727	2404
418	1730	2399
419	1734	2394
420	1737	2390
421	1741	2385
422	1744	2379
423	1749	2376
424	1752	2371
425	1756	2366
426	1760	2361
427	1763	2356
428	1767	2352
429	1770	2347
430	1774	2342
431	1778	2337
432	1781	2332
433	1785	2328
434	1793	2329
435	1797	2324
436	1800	2319
437	1805	2316
438	1809	2312
439	1813	2307
440	1816	2303
441	1820	2298
442	1824	2293
443	1827	2288
444	1831	2284
445	1834	2279
446	1839	2275
447	1842	2270
448	1846	2265
449	1849	2260
450	1853	2255
451	1856	2250
452	1859	2245
453	1863	2240
454	1866	2235
455	1870	2231
456	1873	2226
457	1877	2221
458	1880	2216
459	1890	2219
460	1894	2214
461	1897	2209
462	1901	2204
463	1904	2200
464	1907	2195
465	1911	2190
466	1914	2185
467	1918	2181
468	1922	2176
469	1926	2171
470	1929	2167
471	1933	2163
472	1937	2158
473	1941	2154
474	1944	2149
475	1948	2145
476	1952	2140
477	1955	2135
478	1959	2131
479	1962	2126
480	1966	2121
481	1969	2116
482	1973	2111
483	1976	2107
484	1983	2106
485	1987	2101
486	1990	2097
487	1994	2092
488	1997	2087
489	2001	2083
490	2004	2078
491	2008	2073
492	2011	2068
493	2018	2067
494	2022	2062
495	2025	2058
496	2028	2053
497	2032	2048
498	2035	2044
499	2040	2040
500	2044	2036
501	2047	2031
502	2050	2026
503	2054	2022
504	2058	2017
505	2061	2012
506	2065	2007
507	2068	2003
508	2072	1998
509	2075	1994
510	2078	1989
511	2082	1984
512	2085	1980
513	2089	1975
514	2093	1971
515	2096	1966
516	2099	1961
517	2103	1957
518	2107	1952
519	2110	1948
520	2113	1943
521	2117	1939
522	2121	1934
523	2124	1930
524	2128	1925
525	2131	1921
526	2135	1916
527	2138	1911
528	2142	1907
529	2145	1902
530	2149	1898
531	2152	1893
532	2156	1889
533	2159	1884
534	2162	1879
535	2166	1875
536	2169	1870
537	2172	1865
538	2176	1861
539	2179	1856
540	2183	1852
541	2203	1862
542	2207	1857
543	2210	1852
544	2217	1851
545	2220	1846
546	2224	1841
547	2227	1837
548	2231	1832
549	2234	1828
550	2238	1823
551	2241	1819
552	2244	1814
553	2255	1815
554	2259	1811
555	2262	1806
556	2265	1802
557	2269	1797
558	2272	1793
559	2276	1788
560	2279	1783
561	2283	1779
562	2286	1774
563	2290	1770
564	2293	1765
565	2296	1761
566	2300	1756
567	2304	1752
568	2307	1747
569	2311	1743
570	2314	1738
571	2317	1734
572	2321	1729
573	2324	1725
574	2328	1720
575	2331	1716
576	2335	1711
577	2338	1707
578	2342	1702
579	2345	1698
580	2349	1694
581	2352	1689
582	2355	1685
583	2360	1681
584	2363	1676
585	2367	1672
586	2370	1667
587	2375	1664
588	2378	1660
589	2382	1655
590	2386	1651
591	2389	1646
592	2393	1642
593	2396	1638
594	2399	1633
595	2403	1629
596	2406	1624
597	2410	1620
598	2413	1615
599	2417	1611
600	2420	1607
601	2424	1602
602	2427	1598
603	2431	1593
604	2438	1592
605	2442	1587
606	2445	1583
607	2448	1578
608	2452	1574
609	2455	1570
610	2459	1565
611	2462	1561
612	2466	1557
613	2469	1552
614	2473	1548
615	2476	1544
616	2481	1540
617	2484	1535
618	2488	1531
619	2491	1527
620	2495	1523
621	2499	1518
622	2502	1514
623	2505	1510
624	2509	1505
625	2512	1501
626	2516	1497
627	2519	1492
628	2523	1488
629	2530	1486
630	2534	1482
631	2538	1477
632	2541	1473
633	2545	1469
634	2548	1464
635	2552	1461
636	2556	1456
637	2559	1452
638	2563	1448
639	2566	1443
640	2570	1439
641	2573	1435
642	2577	1431
643	2580	1426
644	2584	1422
645	2587	1418
646	2591	1413
647	2594	1409
648	2598	1405
649	2601	1401
650	2605	1396
651	2608	1392
652	2612	1388
653	2616	1384
654	2619	1379
655	2623	1375
656	2626	1371
657	2630	1366
658	2633	1362
659	2636	1358
660	2640	1354
661	2643	1349
662	2647	1345
663	2650	1341
664	2654	1336
665	2657	1332
666	2661	1328
667	2664	1324
668	2668	1320
669	2671	1315
670	2675	1311
671	2678	1307
672	2683	1303
673	2686	1299
674	2690	1295
675	2693	1291
676	2697	1286
677	2700	1282
678	2703	1278
679	2707	1274
680	2711	1269
681	2714	1265
682	2718	1261
683	2721	1257
684	2725	1253
685	2728	1248
686	2733	1245
687	2737	1241
688	2741	1237
689	2744	1233
690	2748	1228
691	2751	1224
692	2755	1220
693	2759	1216
694	2762	1212
695	2766	1208
696	2769	1203
697	2773	1199
698	2776	1195
699	2780	1191
700	2783	1187
701	2787	1183
702	2790	1179
703	2794	1174
704	2797	1170
705	2801	1166
706	2804	1162
707	2807	1158
708	2811	1153
709	2814	1149
710	2818	1145
711	2821	1141
712	2825	1137
713	2828	1133
714	2832	1129
715	2836	1125
716	2839	1120
717	2843	1116
718	2846	1112
719	2850	1108
720	2853	1104
721	2856	1100
722	2860	1095
723	2863	1091
724	2868	1087
725	2871	1083
726	2874	1079
727	2878	1075
728	2881	1071
729	2886	1067
730	2890	1063
731	2893	1059
732	2897	1055
733	2901	1051
734	2904	1047
735	2907	1043
736	2911	1038
737	2915	1035
738	2919	1030
739	2922	1026
740	2925	1022
741	2929	1018
742	2933	1014
743	2936	1010
744	2939	1006
745	2952	1005
746	2955	1001
747	2959	996
748	2962	992
749	2966	988
750	2970	984
751	2973	980
752	2977	976
753	2980	972
754	2989	970
755	2993	965
756	2996	961
757	2999	957
758	3003	953
759	3006	949
760	3010	945
761	3014	941
762	3017	937
763	3021	933
764	3024	929
765	3028	925
766	3031	920
767	3035	916
768	3038	912
769	3041	908
770	3045	904
771	3049	900
772	3052	896
773	3056	892
774	3059	888
775	3063	884
776	3066	880
777	3069	875
778	3073	871
779	3076	867
780	3080	863
781	3083	859
782	3087	855
783	3090	851
784	3094	847
785	3097	843
786	3101	839
787	3104	835
788	3112	832
789	3116	828
790	3119	824
791	3123	820
792	3126	816
793	3130	812
794	3133	808
795	3137	804
796	3141	800
797	3144	796
798	3148	791
799	3151	787
800	3155	783
801	3158	779
802	3162	775
803	3165	771
804	3169	767
805	3172	763
806	3176	759
807	3179	755
808	3183	751
809	3186	747
810	3190	743
811	3193	739
812	3197	735
813	3200	731
814	3203	727
815	3207	723
816	3210	719
817	3214	715
818	3218	711
819	3221	707
820	3224	703
821	3228	699
822	3232	695
823	3236	691
824	3239	687
825	3243	683
826	3246	679
827	3250	675
828	3253	671
829	3256	667
830	3260	663
831	3263	659
832	3267	654
833	3270	650
834	3273	646
835	3277	642
836	3280	638
837	3283	634
838	3287	630
839	3290	626
840	3293	622
841	3297	618
842	3300	614
843	3304	610
844	3307	606
845	3310	602
846	3314	598
847	3317	594
848	3320	590
849	3324	586
850	3327	582
851	3331	578
852	3335	574
853	3338	570
854	3342	566
855	3345	562
856	3349	558
857	3355	555
858	3359	551
859	3363	547
860	3367	543
861	3370	539
862	3374	535
863	3377	531
864	3380	527
865	3384	523
866	3388	519
867	3391	515
868	3395	511
869	3399	507
870	3402	503
871	3405	499
872	3409	495
873	3412	492
874	3419	488
875	3423	484
876	3426	480
877	3430	476
878	3433	472
879	3437	468
880	3440	464
881	3444	460
882	3447	456
883	3454	453
884	3458	449
885	3462	445
886	3465	441
887	3469	437
888	3472	433
889	3476	429
890	3479	425
891	3483	421
892	3486	417
893	3498	414
894	3501	410
895	3505	406
896	3508	402
897	3511	398
898	3515	394
899	3518	390
900	3522	387
901	3525	383
902	3528	379
903	3532	375
904	3535	371
905	3539	367
906	3542	363
907	3545	359
908	3549	355
909	3552	351
910	3556	347
911	3560	343
912	3563	339
913	3567	335
914	3570	331
915	3574	327
916	3577	323
917	3581	319
918	3584	315
919	3588	312
920	3591	308
921	3595	304
922	3599	300
923	3602	296
924	3605	292
925	3609	288
926	3612	284
927	3616	280
928	3619	276
929	3622	272
930	3629	269
931	3633	265
932	3636	261
933	3640	257
934	3643	253
935	3646	249
936	3650	245
937	3653	241
938	3656	237
939	3663	233
940	3667	229
941	3670	225
942	3673	222
943	3677	218
944	3680	214
945	3684	210
946	3687	206
947	3690	202
948	3698	198
949	3701	194
950	3704	190
951	3708	186
952	3711	183
953	3715	179
954	3718	175
955	3721	171
956	3725	167
957	3728	163
958	3732	159
959	3735	155
960	3739	151
961	3742	147
962	3745	143
963	3749	140
964	3753	136
965	3756	132
966	3760	128
967	3763	124
968	3766	120
969	3770	116
970	3773	112
971	3777	108
972	3780	104
973	3784	101
974	3787	97
975	3791	93
976	3794	89
977	3797	85
978	3801	81
979	3804	77
980	3808	73
981	3811	69
982	3815	65
983	3818	62
984	3822	58
985	3825	54
986	3829	50
987	3832	46
988	3836	42
989	3840	38
990	3843	34
991	3848	31
992	3851	27
993	3855	23
994	3858	19
995	3862	15
996	3865	11
997	3869	7
998	3872	3
999	3875	0
