iter	Passed	Remaining
766	3338	1014
767	3341	1009
768	3345	1005
769	3349	1000
770	3353	996
771	3357	991
772	3361	987
773	3365	982
774	3369	978
775	3372	973
776	3376	969
777	3380	964
778	3384	960
779	3388	955
780	3391	951
781	3395	946
782	3399	942
783	3403	937
784	3407	933
785	3411	928
786	3414	924
787	3418	919
788	3422	915
789	3426	910
790	3430	906
791	3434	901
792	3437	897
793	3441	892
794	3445	888
795	3449	884
796	3453	879
797	3457	875
798	3460	870
799	3464	866
800	3468	861
801	3472	857
802	3476	852
803	3479	848
804	3483	843
805	3488	839
806	3492	835
807	3496	830
808	3500	826
809	3504	822
810	3508	817
811	3512	813
812	3516	808
813	3520	804
814	3524	799
815	3527	795
816	3531	791
817	3535	786
818	3539	782
819	3543	777
820	3547	773
821	3551	768
822	3555	764
823	3558	760
824	3562	755
825	3566	751
826	3570	746
827	3574	742
828	3578	738
829	3582	733
830	3586	729
831	3589	724
832	3593	720
833	3597	716
834	3601	711
835	3605	707
836	3609	702
837	3612	698
838	3616	694
839	3620	689
840	3624	685
841	3628	680
842	3631	676
843	3635	672
844	3639	667
845	3643	663
846	3647	658
847	3651	654
848	3655	650
849	3659	645
850	3663	641
851	3667	637
852	3671	632
853	3676	628
854	3680	624
855	3684	619
856	3688	615
857	3692	611
858	3696	606
859	3699	602
860	3703	597
861	3707	593
862	3711	589
863	3715	584
864	3719	580
865	3722	576
866	3726	571
867	3730	567
868	3734	562
869	3738	558
870	3742	554
871	3745	549
872	3749	545
873	3753	541
874	3757	536
875	3761	532
876	3765	528
877	3768	523
878	3772	519
879	3776	514
880	3780	510
881	3784	506
882	3788	501
883	3791	497
884	3795	493
885	3799	488
886	3803	484
887	3807	480
888	3810	475
889	3814	471
890	3818	467
891	3822	462
892	3826	458
893	3830	454
894	3834	449
895	3839	445
896	3842	441
897	3845	436
898	3849	432
899	3853	428
900	3857	423
901	3860	419
902	3864	415
903	3867	410
904	3871	406
905	3874	402
906	3878	397
907	3882	393
908	3886	389
909	3890	384
910	3893	380
911	3897	376
912	3901	371
913	3905	367
914	3909	363
915	3912	358
916	3916	354
917	3920	350
918	3924	345
919	3928	341
920	3931	337
921	3935	332
922	3939	328
923	3943	324
924	3947	320
925	3950	315
926	3954	311
927	3958	307
928	3962	302
929	3966	298
930	3969	294
931	3973	289
932	3977	285
933	3981	281
934	3985	277
935	3989	272
936	3992	268
937	3996	264
938	4000	259
939	4004	255
940	4008	251
941	4011	247
942	4016	242
943	4020	238
944	4024	234
945	4028	229
946	4031	225
947	4035	221
948	4039	217
949	4043	212
950	4047	208
951	4050	204
952	4054	199
953	4058	195
954	4062	191
955	4066	187
956	4070	182
957	4073	178
958	4077	174
959	4081	170
960	4085	165
961	4089	161
962	4093	157
963	4096	152
964	4100	148
965	4104	144
966	4108	140
967	4112	135
968	4116	131
969	4119	127
970	4123	123
971	4127	118
972	4131	114
973	4135	110
974	4138	106
975	4142	101
976	4146	97
977	4150	93
978	4154	89
979	4158	84
980	4162	80
981	4165	76
982	4169	72
983	4173	67
984	4177	63
985	4181	59
986	4185	55
987	4189	50
988	4193	46
989	4197	42
990	4201	38
991	4204	33
992	4208	29
993	4212	25
994	4216	21
995	4220	16
996	4224	12
997	4228	8
998	4232	4
999	4236	0
