iter	Logloss
402	0.3563096249
403	0.3562580743
404	0.3561791772
405	0.3560807389
406	0.3559780803
407	0.3558375799
408	0.3557252481
409	0.3556111246
410	0.355363106
411	0.3552304031
412	0.3551025103
413	0.3549580526
414	0.3548397981
415	0.3547663191
416	0.3546817412
417	0.3544986455
418	0.3543996993
419	0.3542014137
420	0.3541069347
421	0.3539101753
422	0.3537654213
423	0.3536299635
424	0.3534436753
425	0.3532559188
426	0.3531270569
427	0.3529768434
428	0.3528193946
429	0.3526903742
430	0.3525854997
431	0.3524566883
432	0.3523241633
433	0.3522176338
434	0.3520681232
435	0.3519085365
436	0.3517502445
437	0.3516100902
438	0.3515314384
439	0.3513970816
440	0.351298678
441	0.3512088611
442	0.3510851946
443	0.3509809541
444	0.3508793352
445	0.3507684645
446	0.3506253486
447	0.3503712781
448	0.3501878765
449	0.3500667081
450	0.3499021458
451	0.3497949817
452	0.3496767239
453	0.349581922
454	0.3494956659
455	0.349354514
456	0.349253232
457	0.349166583
458	0.3489826762
459	0.3488087309
460	0.3486307486
461	0.3483947818
462	0.3482954621
463	0.3481030302
464	0.3479261851
465	0.3478028584
466	0.3476680276
467	0.3475639627
468	0.3473963502
469	0.3472334314
470	0.3471153711
471	0.3470167282
472	0.3468634994
473	0.3467832306
474	0.3466762679
475	0.3465803566
476	0.3464148331
477	0.3462808744
478	0.3461667014
479	0.3460482853
480	0.3458876681
481	0.3457621797
482	0.3456261333
483	0.3454879154
484	0.3454107867
485	0.3453338282
486	0.3452268173
487	0.3450754555
488	0.3449607483
489	0.3448825558
490	0.3447566375
491	0.344619635
492	0.3445143399
493	0.3444398294
494	0.3443370324
495	0.3441411568
496	0.3440652323
497	0.3439859905
498	0.3439023013
499	0.3437716257
500	0.3437024398
501	0.3435315028
502	0.3433534151
503	0.3431307851
504	0.3429313743
505	0.3427700887
506	0.3425859978
507	0.3424341778
508	0.3423185111
509	0.3421549641
510	0.341978143
511	0.3418321921
512	0.341691943
513	0.3415117761
514	0.3413818853
515	0.3412566779
516	0.3411529646
517	0.3410484855
518	0.340856438
519	0.3407433084
520	0.3405897544
521	0.3404406635
522	0.3402747824
523	0.3401918704
524	0.3400710187
525	0.3399312785
526	0.3398136136
527	0.3396368455
528	0.3395062333
529	0.3393710547
530	0.3392499681
531	0.3391581354
532	0.3390301267
533	0.3389354108
534	0.3388372319
535	0.3387282355
536	0.3386381737
537	0.3385430843
538	0.3383413513
539	0.3382166748
540	0.3381026214
541	0.3379661383
542	0.337869167
543	0.337785195
544	0.3376885404
545	0.3374440573
546	0.3373001625
547	0.3371623698
548	0.3370690858
549	0.3369431015
550	0.3368551737
551	0.3367129347
552	0.3365728932
553	0.3364596648
554	0.3362995365
555	0.3361784802
556	0.336004562
557	0.3359186031
558	0.3357538898
559	0.3356539432
560	0.3354889031
561	0.3353143042
562	0.3352044866
563	0.3350733128
564	0.3349594132
565	0.3348649793
566	0.3347763812
567	0.3345824856
568	0.3344318224
569	0.3342919009
570	0.3342038658
571	0.3340892757
572	0.3339855361
573	0.3338717353
574	0.3337285363
575	0.3336487682
576	0.3335164467
577	0.3333525181
578	0.3332211365
579	0.3330845322
580	0.3329399103
581	0.332826533
582	0.3327537653
583	0.332571283
584	0.332436016
585	0.3323561338
586	0.3321263448
587	0.3320372567
588	0.3319542744
589	0.3318439716
590	0.3317207162
591	0.3315738579
592	0.331353917
593	0.3312353429
594	0.3310828373
595	0.3309087916
596	0.3307736953
597	0.3306713081
598	0.3305603763
599	0.3304964576
600	0.3303747679
601	0.3302312408
602	0.3300827094
603	0.3299557724
604	0.3298794899
605	0.3297636768
606	0.3296616868
607	0.3295382111
608	0.3294694145
609	0.3293328851
610	0.3291860499
611	0.3290846222
612	0.3289814488
613	0.328844217
614	0.3287341523
615	0.3285971678
616	0.3285049842
617	0.3283726622
618	0.3282955117
619	0.3281897956
620	0.3281007042
621	0.3279545169
622	0.3278475059
623	0.3277722795
624	0.3276857941
625	0.327567942
626	0.3274822115
627	0.3274044027
628	0.3273132963
629	0.3272304311
630	0.3270631197
631	0.3268958831
632	0.3267686422
633	0.3266778265
634	0.3266031963
635	0.3264609065
636	0.3263365714
637	0.3261856067
638	0.3260491146
639	0.3259654093
640	0.3258283278
641	0.3257563323
642	0.3256400967
643	0.325501783
644	0.3253951736
645	0.3253063729
646	0.3252392168
647	0.3251587638
648	0.3250207209
649	0.3249578307
650	0.3248637314
651	0.3247809977
652	0.3247105091
653	0.3246137049
654	0.324512461
655	0.32441892
656	0.3243083375
657	0.324172705
658	0.3240647212
659	0.3240034139
660	0.3239407175
661	0.3238380918
662	0.3237011694
663	0.3235541788
664	0.3234411382
665	0.3233040675
666	0.3231329904
667	0.3230411643
668	0.3229132766
669	0.322794283
670	0.3227096378
671	0.3225895755
672	0.3224669299
673	0.3224000305
674	0.3222032879
675	0.3220436915
676	0.3218786918
677	0.3216994886
678	0.3215629718
679	0.3214292464
680	0.3213617859
681	0.3212722168
682	0.3211990972
683	0.3210946858
684	0.3209650859
685	0.3208457598
686	0.3207413015
687	0.3206924863
688	0.3205631547
689	0.3204945532
690	0.3204437244
691	0.3202921669
692	0.3201921456
693	0.3200861629
694	0.3199699681
695	0.3199068679
696	0.3197433748
697	0.3196279651
698	0.3195670906
699	0.3194682705
700	0.3193447451
701	0.3192496087
702	0.3190935209
703	0.3189981572
704	0.3188609812
705	0.3187470075
706	0.3186119179
707	0.3185014252
708	0.31841618
709	0.3183036289
710	0.3181776484
711	0.3180083603
712	0.3178741383
713	0.3177376288
714	0.3176584411
715	0.3175854433
716	0.3174931033
717	0.3174307585
718	0.3173029511
719	0.3172030979
720	0.317092919
721	0.316985747
722	0.3168787278
723	0.3168042877
724	0.3166915278
725	0.3165469207
726	0.3164227379
727	0.3163106239
728	0.3162301961
729	0.3161650095
730	0.3160867703
731	0.3160021964
732	0.31581589
733	0.3157168262
734	0.3156391951
735	0.3155203912
736	0.3153633455
737	0.3152881889
738	0.3151632864
739	0.3151129198
740	0.3150037361
741	0.3149118732
742	0.3148421592
743	0.3147566611
744	0.3146127523
745	0.3144772119
746	0.3143616121
747	0.3142427807
748	0.3140887623
749	0.3140080961
750	0.3139068217
751	0.3136801726
752	0.3135828714
753	0.3134490898
754	0.3133777405
755	0.3132634248
756	0.3131351467
757	0.3130204355
758	0.3128721934
759	0.3128026195
760	0.3126532833
761	0.3125957342
762	0.312502797
763	0.3123662873
764	0.312300788
765	0.3122376737
766	0.3120883392
767	0.3119818613
768	0.3118496875
769	0.3117682411
770	0.3116660375
771	0.3115517036
772	0.3114627499
773	0.311268271
774	0.3112176258
775	0.311031114
776	0.3108804538
777	0.3108006121
778	0.3107297065
779	0.3106455413
780	0.3104897552
781	0.3103915706
782	0.3103091694
783	0.3102313561
784	0.3101435384
785	0.3100849616
786	0.3099653361
787	0.3098306469
788	0.3097637553
789	0.3096860718
790	0.309604525
791	0.3094447213
792	0.3093459517
793	0.3092145512
794	0.3090704932
795	0.3089610747
796	0.3088848816
797	0.3088071776
798	0.3086539413
799	0.3085935236
800	0.30849151
801	0.3084385314
802	0.308350352
803	0.3081781125
804	0.3081281772
805	0.3080505219
806	0.3079417397
807	0.30781219
808	0.307613157
809	0.3075433727
810	0.3074507811
811	0.3073863598
812	0.3072808234
813	0.3070685852
814	0.3070065234
815	0.3069458122
816	0.3068293906
817	0.3067269825
818	0.3066294967
819	0.3065218028
820	0.3064515426
821	0.3063918738
822	0.3062876607
823	0.3061651621
824	0.3060770182
825	0.3059803136
826	0.3059365658
827	0.3058545742
828	0.3057885435
829	0.3056727014
830	0.305597432
831	0.305529482
832	0.3054558091
833	0.3053913775
834	0.3053355473
835	0.3052545111
836	0.3051855965
837	0.305039327
838	0.3048373433
839	0.3046741407
840	0.3046088161
841	0.3044157705
842	0.3043529335
843	0.3042970257
844	0.3041827643
845	0.3040685355
846	0.3040113459
847	0.3039335916
848	0.3038479793
849	0.3037926114
850	0.3037511139
851	0.3035805549
852	0.303417936
853	0.3032958919
854	0.3031888102
855	0.3031236169
856	0.303014863
857	0.3029239987
858	0.3027868328
859	0.3027479807
860	0.302593072
861	0.3025227474
862	0.3023911192
863	0.3023239475
864	0.3022388689
865	0.3021994962
866	0.3020784533
867	0.3019929418
868	0.301957435
869	0.3018933674
870	0.3017704951
871	0.3016995674
872	0.3015396174
873	0.3014978835
874	0.3014099216
875	0.3013226377
876	0.3011731398
877	0.3010837558
878	0.301002619
879	0.3008613575
880	0.3007419649
881	0.3006883016
882	0.300610871
883	0.3005464811
884	0.3004388277
885	0.3003196223
886	0.3002705772
887	0.3002188402
888	0.3000941884
889	0.2999900699
890	0.2998424264
891	0.2997632146
892	0.2996529459
893	0.2995768527
894	0.2995155334
895	0.299467941
896	0.2993376734
897	0.2993363055
898	0.2992763346
899	0.299182036
900	0.2990650918
901	0.2989998298
902	0.2989465847
903	0.2989452959
904	0.2988325509
905	0.2987833179
906	0.2986914841
907	0.2985977512
908	0.2985092206
909	0.2983818675
910	0.2982693044
911	0.2982114587
912	0.2980591513
913	0.2979688152
914	0.2978171796
915	0.2977340531
916	0.2976609767
917	0.2975725767
918	0.2974683052
919	0.2974053123
920	0.2973204688
921	0.2972808791
922	0.2972090612
923	0.2971819731
924	0.2971057255
925	0.2969650414
926	0.2968681454
927	0.2968073613
928	0.2967739702
929	0.296729723
930	0.2966007265
931	0.2964234847
932	0.2963076793
933	0.2962422497
934	0.2960906204
935	0.295997378
936	0.2959495281
937	0.2958019993
938	0.2957361872
939	0.2956901046
940	0.2956201475
941	0.2955341284
942	0.2954608192
943	0.2953375254
944	0.2952595262
945	0.2952148954
946	0.2951550692
947	0.2950303589
948	0.2949462079
949	0.2948367139
950	0.294723616
951	0.2946650811
952	0.2945605108
953	0.2945205067
954	0.2943786046
955	0.2943223059
956	0.2942418367
957	0.2941135256
958	0.2940084423
959	0.2939322153
960	0.293852365
961	0.2937690758
962	0.2937088004
963	0.2935946989
964	0.2934915692
965	0.2934222263
966	0.2933606311
967	0.2932867893
968	0.2932506086
969	0.2931465974
970	0.293058066
971	0.2930053293
972	0.2929344669
973	0.2928424539
974	0.2927826807
975	0.2926603113
976	0.2925293443
977	0.2924545237
978	0.2923683422
979	0.2923296334
980	0.2922494749
981	0.2921091609
982	0.2919620775
983	0.2918744679
984	0.2918030507
985	0.291763929
986	0.2917143633
987	0.2916122054
988	0.2915663106
989	0.2915093891
990	0.2914185467
991	0.291276409
992	0.2911558501
993	0.2910141855
994	0.2908457425
995	0.2907354305
996	0.290681557
997	0.2905847589
998	0.2904780048
999	0.2903422799
